Entity,Code,Day,total_vaccinations
China,CHN,2021-12-24,2745877000
China,CHN,2021-12-25,2758094000
China,CHN,2021-12-26,2769530000
China,CHN,2021-12-27,2781869000
China,CHN,2021-12-28,2795716000
China,CHN,2021-12-29,2810118000
China,CHN,2021-12-30,2823418000
China,CHN,2021-12-31,2835332000
China,CHN,2022-01-01,2841269000
China,CHN,2022-01-02,2847898000
China,CHN,2022-01-03,2855225000
Colombia,COL,2021-02-17,18
Colombia,COL,2021-02-18,9935
Colombia,COL,2021-02-19,21307
Colombia,COL,2021-02-20,33140
Colombia,COL,2021-02-21,39827
Colombia,COL,2021-02-22,45166
Colombia,COL,2021-02-23,48150
Colombia,COL,2021-02-24,50524
Colombia,COL,2021-02-25,66157
Colombia,COL,2021-02-26,81333
Colombia,COL,2021-02-27,114042
Colombia,COL,2021-02-28,130578
Colombia,COL,2021-03-01,149133
Colombia,COL,2021-03-02,169619
Colombia,COL,2021-03-03,191480
Colombia,COL,2021-03-04,206475
Colombia,COL,2021-03-05,239851
Colombia,COL,2021-03-06,270411
Colombia,COL,2021-03-07,299400
Colombia,COL,2021-03-08,316079
Colombia,COL,2021-03-09,403095
Colombia,COL,2021-03-10,480250
Colombia,COL,2021-03-11,589208
Colombia,COL,2021-03-12,693490
Colombia,COL,2021-03-13,782301
Colombia,COL,2021-03-14,843204
Colombia,COL,2021-03-15,913961
Colombia,COL,2021-03-16,976137
Colombia,COL,2021-03-17,1024358
Colombia,COL,2021-03-18,1076496
Colombia,COL,2021-03-19,1131999
Colombia,COL,2021-03-20,1182098
Colombia,COL,2021-03-21,1215008
Colombia,COL,2021-03-22,1238259
Colombia,COL,2021-03-23,1299809
Colombia,COL,2021-03-24,1385503
Colombia,COL,2021-03-25,1476364
Colombia,COL,2021-03-26,1596288
Colombia,COL,2021-03-27,1726924
Colombia,COL,2021-03-28,1818861
Colombia,COL,2021-03-29,1965054
Colombia,COL,2021-03-30,2121530
Colombia,COL,2021-03-31,2243392
Colombia,COL,2021-04-01,2300890
Colombia,COL,2021-04-02,2336144
Colombia,COL,2021-04-03,2381049
Colombia,COL,2021-04-04,2408085
Colombia,COL,2021-04-05,2479671
Colombia,COL,2021-04-07,2691513
Colombia,COL,2021-04-08,2812828
Colombia,COL,2021-04-09,2946222
Colombia,COL,2021-04-10,3041349
Colombia,COL,2021-04-12,3173583
Colombia,COL,2021-04-13,3350226
Colombia,COL,2021-04-14,3455084
Colombia,COL,2021-04-16,3590096
Colombia,COL,2021-04-17,3707216
Colombia,COL,2021-04-18,3769499
Colombia,COL,2021-04-19,3867076
Colombia,COL,2021-04-20,3979575
Colombia,COL,2021-04-21,4131008
Colombia,COL,2021-04-22,4224659
Colombia,COL,2021-04-23,4318314
Colombia,COL,2021-04-24,4400615
Colombia,COL,2021-04-25,4451266
Colombia,COL,2021-04-27,4625373
Colombia,COL,2021-04-28,4714640
Colombia,COL,2021-04-29,4824078
Colombia,COL,2021-04-30,4986471
Colombia,COL,2021-05-01,5112694
Colombia,COL,2021-05-02,5220330
Colombia,COL,2021-05-07,6096661
Colombia,COL,2021-05-10,6478808
Colombia,COL,2021-05-11,6673552
Colombia,COL,2021-05-12,6851163
Colombia,COL,2021-05-13,7044644
Colombia,COL,2021-05-15,7374433
Colombia,COL,2021-05-16,7459332
Colombia,COL,2021-05-17,7537763
Colombia,COL,2021-05-18,7718287
Colombia,COL,2021-05-19,7862802
Colombia,COL,2021-05-20,8008919
Colombia,COL,2021-05-22,8235482
Colombia,COL,2021-05-23,8304265
Colombia,COL,2021-05-24,8425588
Colombia,COL,2021-05-25,8613236
Colombia,COL,2021-05-26,8842360
Colombia,COL,2021-05-29,9661266
Colombia,COL,2021-05-30,9825772
Colombia,COL,2021-05-31,10092122
Colombia,COL,2021-06-01,10382967
Colombia,COL,2021-06-02,10697683
Colombia,COL,2021-06-03,10979983
Colombia,COL,2021-06-04,11244592
Colombia,COL,2021-06-05,11485904
Colombia,COL,2021-06-06,11615265
Colombia,COL,2021-06-07,11733523
Colombia,COL,2021-06-08,11977805
Colombia,COL,2021-06-09,12206104
Colombia,COL,2021-06-11,12711342
Colombia,COL,2021-06-12,12917941
Colombia,COL,2021-06-13,13024786
Colombia,COL,2021-06-14,13167044
Colombia,COL,2021-06-17,14062307
Colombia,COL,2021-06-19,14727526
Colombia,COL,2021-06-20,14953869
Colombia,COL,2021-06-21,15298930
Colombia,COL,2021-06-22,15682435
Colombia,COL,2021-06-23,16038817
Colombia,COL,2021-06-24,16365857
Colombia,COL,2021-06-25,16693732
Colombia,COL,2021-06-26,17024426
Colombia,COL,2021-06-27,17227818
Colombia,COL,2021-06-28,17570929
Colombia,COL,2021-06-29,17941952
Colombia,COL,2021-06-30,18281743
Colombia,COL,2021-07-01,18578199
Colombia,COL,2021-07-02,18857607
Colombia,COL,2021-07-03,19115730
Colombia,COL,2021-07-04,19264851
Colombia,COL,2021-07-05,19436143
Colombia,COL,2021-07-07,20198661
Colombia,COL,2021-07-10,20605186
Colombia,COL,2021-07-11,21641395
Colombia,COL,2021-07-12,21911121
Colombia,COL,2021-07-14,22624568
Colombia,COL,2021-07-15,22942717
Colombia,COL,2021-07-17,23486275
Colombia,COL,2021-07-18,23631963
Colombia,COL,2021-07-19,23832572
Colombia,COL,2021-07-20,24000509
Colombia,COL,2021-07-22,24535783
Colombia,COL,2021-07-23,24826407
Colombia,COL,2021-07-25,25352932
Colombia,COL,2021-07-26,25641086
Colombia,COL,2021-07-28,26186714
Colombia,COL,2021-07-29,26515327
Colombia,COL,2021-07-31,27524377
Colombia,COL,2021-08-01,27751197
Colombia,COL,2021-08-02,28152320
Colombia,COL,2021-08-03,28608522
Colombia,COL,2021-08-04,29013935
Colombia,COL,2021-08-05,29416582
Colombia,COL,2021-08-07,30244618
Colombia,COL,2021-08-08,30379000
Colombia,COL,2021-08-09,30639657
Colombia,COL,2021-08-10,30883739
Colombia,COL,2021-08-11,31149291
Colombia,COL,2021-08-12,31376085
Colombia,COL,2021-08-13,31553173
Colombia,COL,2021-08-14,31769498
Colombia,COL,2021-08-15,31865446
Colombia,COL,2021-08-17,32192874
Colombia,COL,2021-08-18,32463196
Colombia,COL,2021-08-19,32741710
Colombia,COL,2021-08-20,33005580
Colombia,COL,2021-08-21,33255471
Colombia,COL,2021-08-22,33405365
Colombia,COL,2021-08-23,33696899
Colombia,COL,2021-08-24,33963461
Colombia,COL,2021-08-25,34247170
Colombia,COL,2021-08-27,34805950
Colombia,COL,2021-08-28,35071950
Colombia,COL,2021-08-29,35172185
Colombia,COL,2021-08-30,35355619
Colombia,COL,2021-08-31,35546165
Colombia,COL,2021-09-02,35750492
Colombia,COL,2021-09-03,36090729
Colombia,COL,2021-09-04,36235580
Colombia,COL,2021-09-09,37034145
Colombia,COL,2021-09-10,37346540
Colombia,COL,2021-09-12,37444197
Colombia,COL,2021-09-13,37627506
Colombia,COL,2021-09-14,37830713
Colombia,COL,2021-09-15,38002826
Colombia,COL,2021-09-17,38331643
Colombia,COL,2021-09-18,38442061
Colombia,COL,2021-09-19,38516606
Colombia,COL,2021-09-20,38683134
Colombia,COL,2021-09-22,39057913
Colombia,COL,2021-09-23,39270198
Colombia,COL,2021-09-25,39610550
Colombia,COL,2021-09-26,39913294
Colombia,COL,2021-09-27,40168278
Colombia,COL,2021-09-29,40404815
Colombia,COL,2021-10-01,41097797
Colombia,COL,2021-10-04,41524918
Colombia,COL,2021-10-06,42039612
Colombia,COL,2021-10-07,42349272
Colombia,COL,2021-10-08,42634897
Colombia,COL,2021-10-09,42885532
Colombia,COL,2021-10-10,43007509
Colombia,COL,2021-10-11,43315450
Colombia,COL,2021-10-12,43608145
Colombia,COL,2021-10-13,43881718
Colombia,COL,2021-10-14,44137117
Colombia,COL,2021-10-15,44350661
Colombia,COL,2021-10-17,44660557
Colombia,COL,2021-10-18,44731300
Colombia,COL,2021-10-22,45687674
Colombia,COL,2021-10-23,45879607
Colombia,COL,2021-10-24,46007541
Colombia,COL,2021-10-25,46222565
Colombia,COL,2021-10-26,46454693
Colombia,COL,2021-10-27,46698321
Colombia,COL,2021-10-28,46928624
Colombia,COL,2021-10-30,47286478
Colombia,COL,2021-10-31,47404063
Colombia,COL,2021-11-02,47766011
Colombia,COL,2021-11-03,48061615
Colombia,COL,2021-11-04,48398765
Colombia,COL,2021-11-06,49123580
Colombia,COL,2021-11-07,49342027
Colombia,COL,2021-11-08,49708227
Colombia,COL,2021-11-10,50537341
Colombia,COL,2021-11-11,50914404
Colombia,COL,2021-11-12,51316129
Colombia,COL,2021-11-14,51821798
Colombia,COL,2021-11-15,51955048
Colombia,COL,2021-11-16,52322683
Colombia,COL,2021-11-17,52756342
Colombia,COL,2021-11-18,53179680
Colombia,COL,2021-11-19,53606557
Colombia,COL,2021-11-20,53986327
Colombia,COL,2021-11-21,54179166
Colombia,COL,2021-11-22,54578363
Colombia,COL,2021-11-23,54982453
Colombia,COL,2021-11-24,55391614
Colombia,COL,2021-11-26,56199245
Colombia,COL,2021-11-27,56518538
Colombia,COL,2021-11-28,56705122
Colombia,COL,2021-11-29,57087983
Colombia,COL,2021-11-30,57521265
Colombia,COL,2021-12-01,58251973
Colombia,COL,2021-12-03,58590490
Colombia,COL,2021-12-05,59045186
Colombia,COL,2021-12-06,59350713
Colombia,COL,2021-12-07,59615178
Colombia,COL,2021-12-09,60040692
Colombia,COL,2021-12-10,60385993
Colombia,COL,2021-12-11,60630010
Colombia,COL,2021-12-12,60782329
Colombia,COL,2021-12-13,61087947
Colombia,COL,2021-12-14,61405812
Colombia,COL,2021-12-15,61722515
Colombia,COL,2021-12-17,62316814
Colombia,COL,2021-12-18,62523818
Colombia,COL,2021-12-19,62637834
Colombia,COL,2021-12-22,63453700
Colombia,COL,2021-12-24,63706515
Colombia,COL,2021-12-26,63753706
Colombia,COL,2021-12-27,63992507
Colombia,COL,2021-12-29,64449062
Colombia,COL,2021-12-30,64634652
Colombia,COL,2021-12-31,64690489
Comoros,COM,2021-04-21,13440
Comoros,COM,2021-05-12,43728
Comoros,COM,2021-05-18,44975
Comoros,COM,2021-05-21,58440
Comoros,COM,2021-05-26,80023
Comoros,COM,2021-05-31,83907
Comoros,COM,2021-06-08,84360
Comoros,COM,2021-07-05,90880
Comoros,COM,2021-07-24,125960
Comoros,COM,2021-08-03,162450
Comoros,COM,2021-08-09,188875
Comoros,COM,2021-08-16,216123
Comoros,COM,2021-08-20,239158
Comoros,COM,2021-08-27,277419
Comoros,COM,2021-09-09,334369
Comoros,COM,2021-09-22,336863
Comoros,COM,2021-09-29,352635
Comoros,COM,2021-10-09,360675
Comoros,COM,2021-10-13,375241
Comoros,COM,2021-10-19,407792
Comoros,COM,2021-11-03,452612
Comoros,COM,2021-11-14,476350
Comoros,COM,2021-11-28,523256
Comoros,COM,2021-12-10,527119
Comoros,COM,2021-12-31,581547
Congo,COG,2021-04-14,14297
Congo,COG,2021-05-12,38151
Congo,COG,2021-05-18,38268
Congo,COG,2021-06-08,55445
Congo,COG,2021-06-10,57613
Congo,COG,2021-06-14,60745
Congo,COG,2021-06-15,62231
Congo,COG,2021-06-20,67511
Congo,COG,2021-06-23,102642
Congo,COG,2021-06-30,116110
Congo,COG,2021-07-15,163742
Congo,COG,2021-07-29,198698
Congo,COG,2021-08-12,255988
Congo,COG,2021-08-19,273790
Congo,COG,2021-08-25,290287
Congo,COG,2021-09-09,309575
Congo,COG,2021-09-15,319231
Congo,COG,2021-09-22,329905
Congo,COG,2021-09-30,346613
Congo,COG,2021-10-07,372046
Congo,COG,2021-10-14,398685
Congo,COG,2021-10-21,410016
Congo,COG,2021-11-04,509251
Congo,COG,2021-11-10,549254
Congo,COG,2021-11-18,591722
Congo,COG,2021-11-24,625579
Congo,COG,2021-12-02,651411
Congo,COG,2021-12-09,686096
Congo,COG,2021-12-15,1295601
Cook Islands,COK,2021-05-25,4363
Cook Islands,COK,2021-06-01,8291
Cook Islands,COK,2021-06-08,9564
Cook Islands,COK,2021-06-15,12254
Cook Islands,COK,2021-06-21,17556
Cook Islands,COK,2021-06-29,18942
Cook Islands,COK,2021-07-20,20509
Cook Islands,COK,2021-08-31,22444
Cook Islands,COK,2021-10-05,22536
Cook Islands,COK,2021-10-18,23489
Cook Islands,COK,2021-11-08,24326
Cook Islands,COK,2021-12-20,25339
Costa Rica,CRI,2020-12-24,55
Costa Rica,CRI,2021-01-03,2455
Costa Rica,CRI,2021-01-08,9751
Costa Rica,CRI,2021-01-15,24859
Costa Rica,CRI,2021-01-18,29389
Costa Rica,CRI,2021-01-25,48128
Costa Rica,CRI,2021-02-01,57701
Costa Rica,CRI,2021-02-08,75113
Costa Rica,CRI,2021-02-15,96948
Costa Rica,CRI,2021-02-22,101183
Costa Rica,CRI,2021-03-01,149812
Costa Rica,CRI,2021-03-05,193273
Costa Rica,CRI,2021-03-08,204586
Costa Rica,CRI,2021-03-12,241724
Costa Rica,CRI,2021-03-15,248082
Costa Rica,CRI,2021-03-22,312425
Costa Rica,CRI,2021-03-24,348037
Costa Rica,CRI,2021-03-29,384355
Costa Rica,CRI,2021-04-06,504930
Costa Rica,CRI,2021-04-12,586799
Costa Rica,CRI,2021-04-19,698327
Costa Rica,CRI,2021-04-26,818884
Costa Rica,CRI,2021-05-03,950252
Costa Rica,CRI,2021-05-10,1093931
Costa Rica,CRI,2021-05-17,1251900
Costa Rica,CRI,2021-05-24,1457802
Costa Rica,CRI,2021-06-01,1658685
Costa Rica,CRI,2021-06-07,1906177
Costa Rica,CRI,2021-06-14,2150520
Costa Rica,CRI,2021-06-22,2331030
Costa Rica,CRI,2021-06-28,2440385
Costa Rica,CRI,2021-07-05,2521795
Costa Rica,CRI,2021-07-13,2606791
Costa Rica,CRI,2021-07-19,2812795
Costa Rica,CRI,2021-07-26,3424278
Costa Rica,CRI,2021-08-09,3643509
Costa Rica,CRI,2021-08-16,3848155
Costa Rica,CRI,2021-08-23,4033022
Costa Rica,CRI,2021-08-30,4278505
Costa Rica,CRI,2021-09-08,4580610
Costa Rica,CRI,2021-09-13,4872085
Costa Rica,CRI,2021-09-20,5278407
Costa Rica,CRI,2021-09-27,5596495
Costa Rica,CRI,2021-10-04,5760293
Costa Rica,CRI,2021-10-11,5921089
Costa Rica,CRI,2021-10-18,6124445
Costa Rica,CRI,2021-11-01,6567309
Costa Rica,CRI,2021-11-08,6736978
Costa Rica,CRI,2021-11-15,6878077
Costa Rica,CRI,2021-11-22,7034279
Costa Rica,CRI,2021-11-29,7137983
Costa Rica,CRI,2021-12-06,7222020
Costa Rica,CRI,2021-12-13,7348965
Costa Rica,CRI,2021-12-21,7580046
Costa Rica,CRI,2021-12-27,7756348
Cote d'Ivoire,CIV,2021-03-01,0
Cote d'Ivoire,CIV,2021-03-06,2058
Cote d'Ivoire,CIV,2021-03-08,2924
Cote d'Ivoire,CIV,2021-03-09,4363
Cote d'Ivoire,CIV,2021-03-10,8802
Cote d'Ivoire,CIV,2021-03-14,14937
Cote d'Ivoire,CIV,2021-03-15,15181
Cote d'Ivoire,CIV,2021-03-16,17448
Cote d'Ivoire,CIV,2021-03-17,19113
Cote d'Ivoire,CIV,2021-03-18,20766
Cote d'Ivoire,CIV,2021-03-19,22443
Cote d'Ivoire,CIV,2021-03-20,24171
Cote d'Ivoire,CIV,2021-03-21,24639
Cote d'Ivoire,CIV,2021-03-22,24728
Cote d'Ivoire,CIV,2021-03-23,26079
Cote d'Ivoire,CIV,2021-03-24,27886
Cote d'Ivoire,CIV,2021-03-25,29535
Cote d'Ivoire,CIV,2021-03-26,31104
Cote d'Ivoire,CIV,2021-03-27,33395
Cote d'Ivoire,CIV,2021-03-29,34388
Cote d'Ivoire,CIV,2021-03-30,37367
Cote d'Ivoire,CIV,2021-03-31,40153
Cote d'Ivoire,CIV,2021-04-01,42725
Cote d'Ivoire,CIV,2021-04-02,45247
Cote d'Ivoire,CIV,2021-04-03,47968
Cote d'Ivoire,CIV,2021-04-04,49642
Cote d'Ivoire,CIV,2021-04-06,49948
Cote d'Ivoire,CIV,2021-04-08,53071
Cote d'Ivoire,CIV,2021-04-09,60823
Cote d'Ivoire,CIV,2021-04-10,66496
Cote d'Ivoire,CIV,2021-04-11,68843
Cote d'Ivoire,CIV,2021-04-14,83425
Cote d'Ivoire,CIV,2021-04-15,87267
Cote d'Ivoire,CIV,2021-04-16,91901
Cote d'Ivoire,CIV,2021-04-17,93540
Cote d'Ivoire,CIV,2021-04-18,94818
Cote d'Ivoire,CIV,2021-04-21,105110
Cote d'Ivoire,CIV,2021-04-22,109077
Cote d'Ivoire,CIV,2021-04-23,113224
Cote d'Ivoire,CIV,2021-04-24,117227
Cote d'Ivoire,CIV,2021-04-25,118875
Cote d'Ivoire,CIV,2021-04-26,119663
Cote d'Ivoire,CIV,2021-04-27,125958
Cote d'Ivoire,CIV,2021-04-28,132434
Cote d'Ivoire,CIV,2021-04-29,140270
Cote d'Ivoire,CIV,2021-04-30,149037
Cote d'Ivoire,CIV,2021-05-01,158981
Cote d'Ivoire,CIV,2021-05-02,163176
Cote d'Ivoire,CIV,2021-05-03,168419
Cote d'Ivoire,CIV,2021-05-04,183301
Cote d'Ivoire,CIV,2021-05-05,197492
Cote d'Ivoire,CIV,2021-05-06,215010
Cote d'Ivoire,CIV,2021-05-07,235747
Cote d'Ivoire,CIV,2021-05-08,252317
Cote d'Ivoire,CIV,2021-05-09,262639
Cote d'Ivoire,CIV,2021-05-10,267032
Cote d'Ivoire,CIV,2021-05-11,280799
Cote d'Ivoire,CIV,2021-05-12,292537
Cote d'Ivoire,CIV,2021-05-13,295309
Cote d'Ivoire,CIV,2021-05-14,301497
Cote d'Ivoire,CIV,2021-05-15,321020
Cote d'Ivoire,CIV,2021-05-16,333793
Cote d'Ivoire,CIV,2021-05-17,340049
Cote d'Ivoire,CIV,2021-05-18,366285
Cote d'Ivoire,CIV,2021-05-19,391085
Cote d'Ivoire,CIV,2021-05-20,418455
Cote d'Ivoire,CIV,2021-05-21,447449
Cote d'Ivoire,CIV,2021-05-22,473098
Cote d'Ivoire,CIV,2021-05-23,486231
Cote d'Ivoire,CIV,2021-05-24,491146
Cote d'Ivoire,CIV,2021-05-25,496319
Cote d'Ivoire,CIV,2021-05-27,528084
Cote d'Ivoire,CIV,2021-05-28,535748
Cote d'Ivoire,CIV,2021-05-29,540245
Cote d'Ivoire,CIV,2021-05-31,541449
Cote d'Ivoire,CIV,2021-06-01,543663
Cote d'Ivoire,CIV,2021-06-02,555472
Cote d'Ivoire,CIV,2021-06-03,567488
Cote d'Ivoire,CIV,2021-06-05,593683
Cote d'Ivoire,CIV,2021-06-06,602540
Cote d'Ivoire,CIV,2021-06-07,606907
Cote d'Ivoire,CIV,2021-06-08,625780
Cote d'Ivoire,CIV,2021-06-09,644253
Cote d'Ivoire,CIV,2021-06-10,662848
Cote d'Ivoire,CIV,2021-06-11,675294
Cote d'Ivoire,CIV,2021-06-12,686626
Cote d'Ivoire,CIV,2021-06-13,692523
Cote d'Ivoire,CIV,2021-06-14,694950
Cote d'Ivoire,CIV,2021-06-15,705051
Cote d'Ivoire,CIV,2021-06-16,712777
Cote d'Ivoire,CIV,2021-06-17,718197
Cote d'Ivoire,CIV,2021-06-18,722073
Cote d'Ivoire,CIV,2021-06-19,724592
Cote d'Ivoire,CIV,2021-06-20,725916
Cote d'Ivoire,CIV,2021-06-21,733375
Cote d'Ivoire,CIV,2021-06-22,735677
Cote d'Ivoire,CIV,2021-06-23,737314
Cote d'Ivoire,CIV,2021-06-24,738763
Cote d'Ivoire,CIV,2021-06-25,740391
Cote d'Ivoire,CIV,2021-06-28,745327
Cote d'Ivoire,CIV,2021-06-29,749368
Cote d'Ivoire,CIV,2021-06-30,757113
Cote d'Ivoire,CIV,2021-07-01,768039
Cote d'Ivoire,CIV,2021-07-02,780623
Cote d'Ivoire,CIV,2021-07-03,791306
Cote d'Ivoire,CIV,2021-07-04,797907
Cote d'Ivoire,CIV,2021-07-05,801089
Cote d'Ivoire,CIV,2021-07-06,814945
Cote d'Ivoire,CIV,2021-07-07,825286
Cote d'Ivoire,CIV,2021-07-08,835163
Cote d'Ivoire,CIV,2021-07-09,850857
Cote d'Ivoire,CIV,2021-07-12,857406
Cote d'Ivoire,CIV,2021-07-13,861278
Cote d'Ivoire,CIV,2021-07-14,866611
Cote d'Ivoire,CIV,2021-07-15,874736
Cote d'Ivoire,CIV,2021-07-16,883862
Cote d'Ivoire,CIV,2021-07-17,891966
Cote d'Ivoire,CIV,2021-07-18,896350
Cote d'Ivoire,CIV,2021-07-19,898247
Cote d'Ivoire,CIV,2021-07-20,905475
Cote d'Ivoire,CIV,2021-07-21,906089
Cote d'Ivoire,CIV,2021-07-23,918433
Cote d'Ivoire,CIV,2021-07-24,925083
Cote d'Ivoire,CIV,2021-07-25,933816
Cote d'Ivoire,CIV,2021-07-26,935111
Cote d'Ivoire,CIV,2021-07-27,943437
Cote d'Ivoire,CIV,2021-07-28,959349
Cote d'Ivoire,CIV,2021-07-29,975086
Cote d'Ivoire,CIV,2021-07-30,990305
Cote d'Ivoire,CIV,2021-07-31,1008244
Cote d'Ivoire,CIV,2021-08-01,1019898
Cote d'Ivoire,CIV,2021-08-02,1023548
Cote d'Ivoire,CIV,2021-08-03,1067141
Cote d'Ivoire,CIV,2021-08-04,1098505
Cote d'Ivoire,CIV,2021-08-05,1117143
Cote d'Ivoire,CIV,2021-08-06,1120944
Cote d'Ivoire,CIV,2021-08-07,1138231
Cote d'Ivoire,CIV,2021-08-08,1143268
Cote d'Ivoire,CIV,2021-08-09,1147868
Cote d'Ivoire,CIV,2021-08-10,1165391
Cote d'Ivoire,CIV,2021-08-11,1181287
Cote d'Ivoire,CIV,2021-08-12,1194760
Cote d'Ivoire,CIV,2021-08-13,1206541
Cote d'Ivoire,CIV,2021-08-14,1215526
Cote d'Ivoire,CIV,2021-08-16,1227516
Cote d'Ivoire,CIV,2021-08-17,1246309
Cote d'Ivoire,CIV,2021-08-18,1246309
Cote d'Ivoire,CIV,2021-08-19,1253326
Cote d'Ivoire,CIV,2021-08-20,1264058
Cote d'Ivoire,CIV,2021-08-21,1268988
Cote d'Ivoire,CIV,2021-08-22,1274083
Cote d'Ivoire,CIV,2021-08-23,1275868
Cote d'Ivoire,CIV,2021-08-24,1287881
Cote d'Ivoire,CIV,2021-08-25,1293296
Cote d'Ivoire,CIV,2021-08-26,1297822
Cote d'Ivoire,CIV,2021-08-27,1301985
Cote d'Ivoire,CIV,2021-08-28,1310778
Cote d'Ivoire,CIV,2021-08-30,1327485
Cote d'Ivoire,CIV,2021-08-31,1353553
Cote d'Ivoire,CIV,2021-09-01,1370123
Cote d'Ivoire,CIV,2021-09-03,1404020
Cote d'Ivoire,CIV,2021-09-04,1421566
Cote d'Ivoire,CIV,2021-09-05,1434173
Cote d'Ivoire,CIV,2021-09-06,1443607
Cote d'Ivoire,CIV,2021-09-07,1459525
Cote d'Ivoire,CIV,2021-09-10,1467277
Cote d'Ivoire,CIV,2021-09-12,1542157
Cote d'Ivoire,CIV,2021-09-13,1548584
Cote d'Ivoire,CIV,2021-09-14,1572866
Cote d'Ivoire,CIV,2021-09-15,1620480
Cote d'Ivoire,CIV,2021-09-16,1664954
Cote d'Ivoire,CIV,2021-09-17,1698973
Cote d'Ivoire,CIV,2021-09-18,1735898
Cote d'Ivoire,CIV,2021-09-19,1761075
Cote d'Ivoire,CIV,2021-09-20,1775036
Cote d'Ivoire,CIV,2021-09-22,1836904
Cote d'Ivoire,CIV,2021-09-23,1868955
Cote d'Ivoire,CIV,2021-09-24,1903064
Cote d'Ivoire,CIV,2021-09-25,1943925
Cote d'Ivoire,CIV,2021-09-26,1968171
Cote d'Ivoire,CIV,2021-09-27,1982168
Cote d'Ivoire,CIV,2021-09-29,2082137
Cote d'Ivoire,CIV,2021-09-30,2137947
Cote d'Ivoire,CIV,2021-10-01,2200971
Cote d'Ivoire,CIV,2021-10-02,2238044
Cote d'Ivoire,CIV,2021-10-03,2270565
Cote d'Ivoire,CIV,2021-10-04,2294393
Cote d'Ivoire,CIV,2021-10-05,2334426
Cote d'Ivoire,CIV,2021-10-06,2490820
Cote d'Ivoire,CIV,2021-10-11,2578266
Cote d'Ivoire,CIV,2021-10-15,2762147
Cote d'Ivoire,CIV,2021-10-19,2892373
Cote d'Ivoire,CIV,2021-10-22,3005741
Cote d'Ivoire,CIV,2021-10-24,3046263
Cote d'Ivoire,CIV,2021-10-28,3144043
Cote d'Ivoire,CIV,2021-10-31,3232947
Cote d'Ivoire,CIV,2021-11-04,3376376
Cote d'Ivoire,CIV,2021-11-09,3541785
Cote d'Ivoire,CIV,2021-11-14,3845788
Cote d'Ivoire,CIV,2021-12-05,4528780
Cote d'Ivoire,CIV,2021-12-12,4812235
Cote d'Ivoire,CIV,2021-12-31,7113233
Croatia,HRV,2020-12-30,7864
Croatia,HRV,2021-01-03,12285
Croatia,HRV,2021-01-05,13798
Croatia,HRV,2021-01-07,20603
Croatia,HRV,2021-01-08,24985
Croatia,HRV,2021-01-09,30000
Croatia,HRV,2021-01-13,34553
Croatia,HRV,2021-01-14,38000
Croatia,HRV,2021-01-15,41532
Croatia,HRV,2021-01-16,45906
Croatia,HRV,2021-01-19,54304
Croatia,HRV,2021-01-22,64951
Croatia,HRV,2021-01-25,69984
Croatia,HRV,2021-01-29,80000
Croatia,HRV,2021-02-01,83928
Croatia,HRV,2021-02-03,87929
Croatia,HRV,2021-02-04,95505
Croatia,HRV,2021-02-09,102207
Croatia,HRV,2021-02-11,112774
Croatia,HRV,2021-02-15,120603
Croatia,HRV,2021-02-18,142222
Croatia,HRV,2021-02-22,166146
Croatia,HRV,2021-02-24,184076
Croatia,HRV,2021-02-25,194267
Croatia,HRV,2021-03-01,213068
Croatia,HRV,2021-03-04,242000
Croatia,HRV,2021-03-08,265223
Croatia,HRV,2021-03-12,300956
Croatia,HRV,2021-03-19,365082
Croatia,HRV,2021-03-22,390657
Croatia,HRV,2021-03-26,416745
Croatia,HRV,2021-03-28,430396
Croatia,HRV,2021-03-31,476499
Croatia,HRV,2021-04-01,498417
Croatia,HRV,2021-04-02,517112
Croatia,HRV,2021-04-04,524371
Croatia,HRV,2021-04-06,526414
Croatia,HRV,2021-04-07,533409
Croatia,HRV,2021-04-08,543436
Croatia,HRV,2021-04-09,565785
Croatia,HRV,2021-04-10,583931
Croatia,HRV,2021-04-11,588183
Croatia,HRV,2021-04-12,595369
Croatia,HRV,2021-04-13,605423
Croatia,HRV,2021-04-14,617516
Croatia,HRV,2021-04-15,643834
Croatia,HRV,2021-04-16,671839
Croatia,HRV,2021-04-17,691265
Croatia,HRV,2021-04-18,693530
Croatia,HRV,2021-04-19,698032
Croatia,HRV,2021-04-20,708960
Croatia,HRV,2021-04-21,726315
Croatia,HRV,2021-04-22,746878
Croatia,HRV,2021-04-23,770221
Croatia,HRV,2021-04-24,785869
Croatia,HRV,2021-04-25,795597
Croatia,HRV,2021-04-26,798717
Croatia,HRV,2021-04-27,812984
Croatia,HRV,2021-04-28,825839
Croatia,HRV,2021-04-29,872726
Croatia,HRV,2021-04-30,901120
Croatia,HRV,2021-05-01,907575
Croatia,HRV,2021-05-02,908839
Croatia,HRV,2021-05-03,921527
Croatia,HRV,2021-05-04,944398
Croatia,HRV,2021-05-05,979181
Croatia,HRV,2021-05-06,1025701
Croatia,HRV,2021-05-07,1078760
Croatia,HRV,2021-05-08,1117709
Croatia,HRV,2021-05-09,1131607
Croatia,HRV,2021-05-10,1154319
Croatia,HRV,2021-05-11,1186581
Croatia,HRV,2021-05-13,1268281
Croatia,HRV,2021-05-14,1310456
Croatia,HRV,2021-05-15,1346991
Croatia,HRV,2021-05-16,1349447
Croatia,HRV,2021-05-17,1369969
